gene,name,p_val,p_val_adj,pct_1,pct_2,pct_diff,avg_log2FC,clusterName,celltype_id,species,tissue,dataset
Pop_A17G034473,Pop_A17G034473,0.0,0.0,0.768,0.079,0.689,3.95791756552875,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_G10G000175,Pop_G10G000175,0.0,0.0,0.802,0.073,0.729,3.85707807745569,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_A06G061812,Pop_A06G061812,0.0,0.0,0.751,0.126,0.625,3.80489237380481,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_A10G069172,Pop_A10G069172,0.0,0.0,0.888,0.18,0.708,3.56371163575246,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_G01G024773,Pop_G01G024773,0.0,0.0,0.819,0.188,0.631,3.39236759590732,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_G03G083762,Pop_G03G083762,0.0,0.0,0.654,0.045,0.609,3.22935834001758,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_A06G085837,Pop_A06G085837,0.0,0.0,0.942,0.219,0.723,3.19015938767792,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_G15G049192,Pop_G15G049192,0.0,0.0,0.834,0.105,0.729,3.17572376224196,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_A16G090122,Pop_A16G090122,0.0,0.0,0.743,0.086,0.657,3.16721120603938,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_A02G033052,Pop_A02G033052,0.0,0.0,0.833,0.1,0.733,3.13728933255407,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_G04G002512,Pop_G04G002512,0.0,0.0,0.689,0.062,0.627,3.02095499852715,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_G11G077804,Pop_G11G077804,0.0,0.0,0.93,0.556,0.374,2.95155981100157,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_G12G076215,Pop_G12G076215,0.0,0.0,0.949,0.369,0.58,2.94685869155402,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_A08G063471,Pop_A08G063471,0.0,0.0,0.853,0.154,0.699,2.89890800570827,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_A02G012345,Pop_A02G012345,0.0,0.0,0.7,0.072,0.628,2.85535434815128,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_G09G027709,Pop_G09G027709,0.0,0.0,0.718,0.09,0.628,2.81700134376611,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_A01G074873,Pop_A01G074873,0.0,0.0,0.588,0.067,0.521,2.7855521115844,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_A04G059438,Pop_A04G059438,0.0,0.0,0.633,0.055,0.578,2.70524611677638,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_G04G059216,Pop_G04G059216,0.0,0.0,0.729,0.092,0.637,2.69118941770292,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_A01G074947,Pop_A01G074947,0.0,0.0,0.853,0.351,0.502,2.67579839291567,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_G01G002274,Pop_G01G002274,0.0,0.0,0.858,0.25,0.608,2.65905976897321,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_G06G051399,Pop_G06G051399,0.0,0.0,0.7,0.088,0.612,2.65036559866445,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_A02G088640,Pop_A02G088640,0.0,0.0,0.785,0.175,0.61,2.64545569759656,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_G14G050940,Pop_G14G050940,0.0,0.0,0.557,0.038,0.519,2.6429896264348,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_G11G078893,Pop_G11G078893,0.0,0.0,0.661,0.063,0.598,2.6428164547833,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
Pop_G01G002863,Pop_G01G002863,0.0,0.0,0.558,0.067,0.491,2.62150488457495,Fiber cell,populus_alba_x_populus_glandulosa->PO:0025200->PO:0025059->PO:0025407,populus_alba_x_populus_glandulosa,Stem,SRP307440
